session,rb,mb,rpm,map,actual,frames,visits,S,residual,first_ts
session_2026-08-17_10-05-54_0cab1f14,17,27,1745,0.688,5.93408,2,2,1.00995164208,-0.426112702272,1.78697259483e+12
session_2026-08-17_10-05-54_0cab1f14,17,29,1741,0.747,6.8608,6,3,1.00995164208,-0.480403438351,1.78697271641e+12
session_2026-08-17_10-05-54_0cab1f14,17,30,1708,0.756,7.85152,7,4,1.00995164208,0.261992511574,1.78697271394e+12
session_2026-08-17_10-05-54_0cab1f14,17,31,1775,0.786,7.95648,2,1,1.00995164208,-0.0863897747486,1.786972954e+12
session_2026-08-17_10-05-54_0cab1f14,18,8,1895,0.207,2.2016,1,1,1.00995164208,-0.187827453313,1.78697272455e+12
session_2026-08-17_10-05-54_0cab1f14,18,16,1814,0.403,3.60192,3,1,1.00995164208,0.00382730608205,1.7869729563e+12
session_2026-08-17_10-05-54_0cab1f14,18,20,1851,0.521,4.30848,2,1,1.00995164208,-0.111697383077,1.78697272892e+12
session_2026-08-17_10-05-54_0cab1f14,18,21,1879,0.541,4.2944,4,3,1.00995164208,-0.267768713308,1.78697256467e+12
session_2026-08-17_10-05-54_0cab1f14,18,22,1848,0.55,4.46208,6,3,1.00995164208,-0.202797284057,1.78697256498e+12
session_2026-08-17_10-05-54_0cab1f14,18,23,1823,0.59,4.63104,1,1,1.00995164208,-0.430987746447,1.78697295552e+12
session_2026-08-17_10-05-54_0cab1f14,18,24,1864,0.609,4.79104,4,2,1.00995164208,-0.421373733543,1.78697256222e+12
session_2026-08-17_10-05-54_0cab1f14,18,25,1846,0.629,5.03168,4,4,1.00995164208,-0.418321220145,1.78697256275e+12
session_2026-08-17_10-05-54_0cab1f14,18,26,1850,0.668,5.51424,7,3,1.00995164208,-0.405121657373,1.78697259591e+12
session_2026-08-17_10-05-54_0cab1f14,18,27,1848,0.678,5.8112,5,3,1.00995164208,-0.244039585896,1.78697259539e+12
session_2026-08-17_10-05-54_0cab1f14,18,29,1839,0.747,7.28576,7,3,1.00995164208,0.137694317467,1.78697271699e+12
session_2026-08-17_10-05-54_0cab1f14,18,30,1862,0.756,6.86848,3,1,1.00995164208,-0.404823376228,1.78697271751e+12
session_2026-08-17_10-05-54_0cab1f14,18,32,1895,0.825,8.95744,1,1,1.00995164208,0.267740537406,1.78697296569e+12
session_2026-08-17_10-05-54_0cab1f14,19,21,1900,0.531,4.29568,1,1,1.00995164208,-0.168596078804,1.78697256414e+12
session_2026-08-17_10-05-54_0cab1f14,19,22,1987,0.57,4.78848,6,4,1.00995164208,0.0490771105132,1.78697290553e+12
session_2026-08-17_10-05-54_0cab1f14,19,23,1996,0.58,4.832,6,2,1.00995164208,0.00741115986188,1.78697290584e+12
session_2026-08-17_10-05-54_0cab1f14,19,24,1902,0.619,5.30304,2,2,1.00995164208,0.0221114724774,1.78697295999e+12
session_2026-08-17_10-05-54_0cab1f14,19,25,1903,0.639,5.35936,2,1,1.00995164208,-0.143120360479,1.78697259668e+12
session_2026-08-17_10-05-54_0cab1f14,19,27,1919,0.688,5.824,3,1,1.00995164208,-0.281223554716,1.7869726805e+12
session_2026-08-17_10-05-54_0cab1f14,19,28,1924,0.717,6.5664,5,1,1.00995164208,0.0415186854407,1.78697272098e+12
session_2026-08-17_10-05-54_0cab1f14,19,29,1901,0.727,6.47296,6,3,1.00995164208,-0.239566333379,1.78697271913e+12
session_2026-08-17_10-05-54_0cab1f14,19,31,1984,0.776,7.72352,4,4,1.00995164208,0.237180113174,1.78697243456e+12
session_2026-08-17_10-05-54_0cab1f14,19,32,1914,0.825,8.85248,3,2,1.00995164208,0.196062402974,1.7869729638e+12
session_2026-08-17_10-05-54_0cab1f14,19,33,1919,0.845,9.16864,8,2,1.00995164208,0.0103904135785,1.78697296349e+12
session_2026-08-17_10-05-54_0cab1f14,19,34,1910,0.874,10.5728,1,1,1.00995164208,0.573732211929,1.78697296623e+12
session_2026-08-17_10-05-54_0cab1f14,20,11,2091,0.286,2.97728,2,1,1.00995164208,0.159938270653,1.78697313356e+12
session_2026-08-17_10-05-54_0cab1f14,20,16,2047,0.423,3.85536,3,2,1.00995164208,0.211710453272,1.78697313498e+12
session_2026-08-17_10-05-54_0cab1f14,20,17,2041,0.433,3.80672,1,1,1.00995164208,0.0988858796569,1.78697313559e+12
session_2026-08-17_10-05-54_0cab1f14,20,20,2077,0.511,4.32768,4,1,1.00995164208,0.10007098807,1.78697313618e+12
session_2026-08-17_10-05-54_0cab1f14,20,21,2068,0.541,4.54656,2,1,1.00995164208,0.0865939294204,1.78697291435e+12
session_2026-08-17_10-05-54_0cab1f14,20,22,2017,0.56,4.72192,6,1,1.00995164208,0.085112358536,1.78697291295e+12
session_2026-08-17_10-05-54_0cab1f14,20,23,2007,0.58,4.99328,4,3,1.00995164208,0.174670174114,1.78697228456e+12
session_2026-08-17_10-05-54_0cab1f14,20,28,2098,0.717,6.6176,1,1,1.00995164208,0.232419942244,1.78697293938e+12
session_2026-08-17_10-05-54_0cab1f14,20,31,2071,0.796,7.63648,4,1,1.00995164208,-0.179493159235,1.78697297025e+12
session_2026-08-17_10-05-54_0cab1f14,20,32,2015,0.815,8.08064,2,2,1.00995164208,-0.201748088078,1.78697297043e+12
session_2026-08-17_10-05-54_0cab1f14,20,33,2060,0.835,9.04192,1,1,1.00995164208,0.320790906697,1.78697297126e+12
session_2026-08-17_10-05-54_0cab1f14,20,34,2040,0.864,10.65216,1,1,1.00995164208,1.13890377046,1.78697297089e+12
session_2026-08-17_10-05-54_0cab1f14,21,17,2198,0.433,4.09088,1,1,1.00995164208,0.397696991266,1.78697303303e+12
session_2026-08-17_10-05-54_0cab1f14,21,18,2186,0.472,4.22144,1,1,1.00995164208,0.279108988304,1.78697313089e+12
session_2026-08-17_10-05-54_0cab1f14,21,19,2182,0.482,4.0064,2,1,1.00995164208,-0.00293514909361,1.78697313026e+12
session_2026-08-17_10-05-54_0cab1f14,21,20,2199,0.521,4.33536,2,1,1.00995164208,0.0498060541237,1.78697319542e+12
session_2026-08-17_10-05-54_0cab1f14,21,21,2188,0.531,4.35456,4,3,1.00995164208,-0.00677604494291,1.78697313738e+12
session_2026-08-17_10-05-54_0cab1f14,21,23,2160,0.59,4.90496,7,2,1.00995164208,0.0447251574244,1.78697312931e+12
session_2026-08-17_10-05-54_0cab1f14,21,24,2145,0.609,5.23776,1,1,1.00995164208,0.193046868957,1.78697313791e+12
session_2026-08-17_10-05-54_0cab1f14,21,26,2194,0.658,5.60896,4,1,1.00995164208,0.0378566165101,1.78697297533e+12
session_2026-08-17_10-05-54_0cab1f14,21,27,2155,0.688,5.95712,3,3,1.00995164208,0.00249261768091,1.78697294e+12
session_2026-08-17_10-05-54_0cab1f14,21,28,2141,0.707,6.4576,2,2,1.00995164208,0.235145808096,1.7869729398e+12
session_2026-08-17_10-05-54_0cab1f14,21,29,2174,0.747,6.57152,3,2,1.00995164208,-0.273834792704,1.78697291568e+12
session_2026-08-17_10-05-54_0cab1f14,21,30,2143,0.766,6.88384,13,2,1.00995164208,-0.305498685779,1.78697297228e+12
session_2026-08-17_10-05-54_0cab1f14,21,31,2175,0.786,7.9488,4,3,1.00995164208,0.379440721754,1.78697305398e+12
session_2026-08-17_10-05-54_0cab1f14,21,34,2143,0.854,9.28768,1,1,1.00995164208,0.117721109542,1.78697273343e+12
session_2026-08-17_10-05-54_0cab1f14,22,9,2208,0.247,2.4192,1,1,1.00995164208,-0.181549274885,1.78697303498e+12
session_2026-08-17_10-05-54_0cab1f14,22,19,2268,0.492,3.86176,2,1,1.00995164208,-0.220613109099,1.78697312086e+12
session_2026-08-17_10-05-54_0cab1f14,22,20,2249,0.501,4.18304,9,4,1.00995164208,0.0400670197908,1.78697228562e+12
session_2026-08-17_10-05-54_0cab1f14,22,21,2272,0.541,4.53248,2,2,1.00995164208,0.0886207723812,1.78697300018e+12
session_2026-08-17_10-05-54_0cab1f14,22,22,2264,0.56,4.55296,26,5,1.00995164208,-0.0441233834305,1.78697294165e+12
session_2026-08-17_10-05-54_0cab1f14,22,23,2293,0.58,4.88704,3,2,1.00995164208,0.111783536856,1.78697299769e+12
session_2026-08-17_10-05-54_0cab1f14,22,24,2247,0.609,4.98432,3,2,1.00995164208,-0.056560706427,1.7869729973e+12
session_2026-08-17_10-05-54_0cab1f14,22,25,2243,0.649,5.69088,1,1,1.00995164208,0.223575608573,1.78697294255e+12
session_2026-08-17_10-05-54_0cab1f14,22,26,2205,0.658,5.57312,2,1,1.00995164208,0.00236120370624,1.78697297667e+12
session_2026-08-17_10-05-54_0cab1f14,22,27,2234,0.688,5.85728,9,2,1.00995164208,-0.0935632766674,1.78697297826e+12
session_2026-08-17_10-05-54_0cab1f14,22,28,2237,0.717,6.01344,4,3,1.00995164208,-0.350410907951,1.78697297849e+12
session_2026-08-17_10-05-54_0cab1f14,22,29,2258,0.727,6.13376,5,3,1.00995164208,-0.387907605151,1.78697298482e+12
session_2026-08-17_10-05-54_0cab1f14,22,30,2214,0.766,6.94016,3,3,1.00995164208,-0.241762304679,1.78697230897e+12
session_2026-08-17_10-05-54_0cab1f14,22,31,2293,0.786,6.8992,11,2,1.00995164208,-0.691704891255,1.7869729865e+12
session_2026-08-17_10-05-54_0cab1f14,22,32,2295,0.815,7.5392,2,1,1.00995164208,-0.680641453865,1.78697298965e+12
session_2026-08-17_10-05-54_0cab1f14,23,9,2365,0.247,2.40896,9,2,1.00995164208,-0.210079069894,1.786973019e+12
session_2026-08-17_10-05-54_0cab1f14,23,10,2365,0.256,2.42944,1,1,1.00995164208,-0.240650161327,1.78697301859e+12
session_2026-08-17_10-05-54_0cab1f14,23,11,2390,0.296,2.62016,2,1,1.00995164208,-0.288916947905,1.7869730167e+12
session_2026-08-17_10-05-54_0cab1f14,23,13,2374,0.345,2.85952,1,1,1.00995164208,-0.335567200796,1.78697301605e+12
session_2026-08-17_10-05-54_0cab1f14,23,14,2390,0.374,3.27936,1,1,1.00995164208,-0.0910853402302,1.78697302621e+12
session_2026-08-17_10-05-54_0cab1f14,23,15,2371,0.394,3.42784,1,1,1.00995164208,-0.056166108833,1.78697301542e+12
session_2026-08-17_10-05-54_0cab1f14,23,16,2364,0.403,3.59936,3,2,1.00995164208,0.0633845906802,1.78697301506e+12
session_2026-08-17_10-05-54_0cab1f14,23,17,2357,0.443,3.82208,1,1,1.00995164208,0.0429025932899,1.78697301463e+12
session_2026-08-17_10-05-54_0cab1f14,23,18,2339,0.462,4.00128,1,1,1.00995164208,0.105540045788,1.78697301433e+12
session_2026-08-17_10-05-54_0cab1f14,23,19,2342,0.482,4.1216,3,2,1.00995164208,0.0926039850097,1.78697301368e+12
session_2026-08-17_10-05-54_0cab1f14,23,20,2318,0.511,4.29312,5,3,1.00995164208,0.0671444783397,1.78697300903e+12
session_2026-08-17_10-05-54_0cab1f14,23,22,2311,0.55,4.62208,4,1,1.00995164208,0.0985906191641,1.78697300798e+12
session_2026-08-17_10-05-54_0cab1f14,23,24,2320,0.619,5.13152,2,1,1.00995164208,-0.0256637960044,1.78697299586e+12
session_2026-08-17_10-05-54_0cab1f14,23,25,2331,0.629,5.1968,2,1,1.00995164208,-0.0692776611412,1.7869729953e+12
session_2026-08-17_10-05-54_0cab1f14,23,30,2333,0.766,6.63808,5,2,1.00995164208,-0.584802501943,1.78697299427e+12
session_2026-08-17_10-05-54_0cab1f14,23,31,2340,0.786,6.85824,16,2,1.00995164208,-0.760839530105,1.786972989e+12
session_2026-08-17_10-05-54_0cab1f14,24,8,2402,0.207,2.08896,1,1,1.00995164208,-0.324897142971,1.78697302689e+12
session_2026-08-17_10-05-54_0cab1f14,24,20,2442,0.521,4.25472,2,1,1.00995164208,-0.0906002618526,1.78697320047e+12
session_2026-08-17_10-05-54_0cab1f14,24,29,2406,0.737,6.36928,1,1,1.00995164208,-0.394110961865,1.78697319918e+12
session_2026-08-17_10-05-54_0cab1f14,24,31,2421,0.786,6.80704,1,1,1.00995164208,-0.88689670758,1.78697318673e+12
session_2026-08-17_10-05-54_0cab1f14,26,25,2688,0.629,5.71392,1,1,1.00995164208,0.126089252658,1.78697318797e+12
session_2026-08-17_10-05-54_0cab1f14,27,23,2758,0.6,5.5808,1,1,1.00995164208,0.214997997899,1.7869731886e+12
session_2026-08-17_10-05-54_0cab1f14,27,24,2710,0.609,5.68832,1,1,1.00995164208,0.296308890513,1.78697318828e+12
session_2026-08-17_10-05-54_0cab1f14,28,22,2877,0.57,5.48352,1,1,1.00995164208,0.235710266261,1.78697318958e+12
session_2026-08-17_10-05-54_0cab1f14,28,23,2809,0.59,5.4208,2,1,1.00995164208,0.0803615688683,1.78697318893e+12
session_2026-08-17_10-05-54_0cab1f14,29,22,2919,0.55,5.26464,2,1,1.00995164208,0.143378184202,1.78697318979e+12
session_2026-08-17_10-05-54_0cab1f14,30,20,3051,0.511,5.29408,2,1,1.00995164208,0.295234569354,1.78697319066e+12
session_2026-08-17_12-58-00_0cab1f14,8,15,869,0.394,4.27264,253,63,1.02376547192,0.0441500571132,1.78698247374e+12
session_2026-08-17_12-58-00_0cab1f14,8,16,870,0.403,4.33152,616,68,1.02376547192,0.0082250963855,1.78698247168e+12
session_2026-08-17_12-58-00_0cab1f14,8,17,879,0.443,4.65152,3,3,1.02376547192,-0.106563271213,1.78698245427e+12
session_2026-08-17_12-58-00_0cab1f14,8,18,880,0.462,4.73344,5,3,1.02376547192,-0.229705185048,1.78698245309e+12
session_2026-08-17_12-58-00_0cab1f14,8,19,880,0.482,5.21728,1,1,1.02376547192,0.0363379879981,1.78698247336e+12
session_2026-08-17_12-58-00_0cab1f14,9,16,922,0.413,4.1856,1,1,1.02376547192,-0.309497032596,1.78698246358e+12
session_2026-08-17_12-58-00_0cab1f14,9,21,913,0.531,5.34784,1,1,1.02376547192,-0.465760655827,1.78698247021e+12
session_2026-08-17_12-58-00_0cab1f14,11,13,1143,0.345,3.69152,1,1,1.02376547192,-0.0333236109284,1.78698246228e+12
session_2026-08-17_12-58-00_0cab1f14,17,27,1734,0.688,5.60896,3,1,1.02376547192,-0.859012080352,1.78698245051e+12
session_2026-08-17_12-58-00_0cab1f14,20,32,2018,0.815,8.69888,1,1,1.02376547192,0.306313980139,1.78698245738e+12
session_2026-08-17_14-01-20_0cab1f14,8,15,871,0.394,4.19328,17,4,1.02849960637,-0.0580022510574,1.78698835919e+12
session_2026-08-17_14-01-20_0cab1f14,8,16,874,0.413,4.3904,28,5,1.02849960637,-0.0640878541245,1.78698835555e+12
session_2026-08-17_14-01-20_0cab1f14,8,17,883,0.443,4.75008,8,3,1.02849960637,-0.0372918656115,1.78698838403e+12
session_2026-08-17_14-01-20_0cab1f14,8,18,873,0.462,4.89344,8,3,1.02849960637,-0.0780138182458,1.78698838343e+12
session_2026-08-17_14-01-20_0cab1f14,9,18,902,0.472,5.19168,1,1,1.02849960637,0.0561352720582,1.78698838323e+12
session_2026-08-17_14-01-20_0cab1f14,9,19,924,0.492,5.05088,3,2,1.02849960637,-0.342674682352,1.78698838308e+12
session_2026-08-17_14-01-20_0cab1f14,11,15,1162,0.394,4.29312,1,1,1.02849960637,0.0692079528327,1.78698837432e+12
session_2026-08-17_14-01-20_0cab1f14,23,31,2334,0.796,7.52896,1,1,1.02849960637,-0.438340325858,1.78698839009e+12
session_2026-08-17_14-01-20_0cab1f14,24,31,2496,0.786,6.93504,1,1,1.02849960637,-1.00144922353,1.78698838019e+12
session_2026-08-17_14-01-20_0cab1f14,25,33,2592,0.835,9.36192,1,1,1.02849960637,0.0334906161847,1.78698838575e+12
session_2026-08-17_14-01-20_0cab1f14,29,26,2928,0.668,7.51872,1,1,1.02849960637,0.788369564746,1.78698836454e+12
session_2026-08-17_14-01-20_0cab1f14,29,27,2940,0.678,7.6288,1,1,1.02849960637,0.701743564005,1.78698836433e+12
session_2026-08-17_14-01-20_0cab1f14,33,24,3330,0.619,8.0256,1,1,1.02849960637,0.642749242189,1.78698841022e+12
session_2026-08-17_14-01-20_0cab1f14,33,27,3383,0.688,9.28512,1,1,1.02849960637,0.1926160761,1.78698836695e+12
session_2026-08-17_19-22-57_4156d399,8,10,871,0.266,2.85184,1,1,1.02099199724,-0.0764429450675,1.78700778457e+12
session_2026-08-17_19-22-57_4156d399,8,11,835,0.296,3.36384,3,2,1.02099199724,0.182022418344,1.78700778317e+12
session_2026-08-17_19-22-57_4156d399,8,12,871,0.305,3.21792,8,4,1.02099199724,-0.0897347908572,1.7870077826e+12
session_2026-08-17_19-22-57_4156d399,8,13,864,0.335,3.59424,17,6,1.02099199724,-0.0103065639977,1.78700778205e+12
session_2026-08-17_19-22-57_4156d399,8,14,867,0.374,4.06784,10,4,1.02099199724,0.0597444873255,1.78700771722e+12
session_2026-08-17_19-22-57_4156d399,8,15,871,0.394,4.23168,17,6,1.02099199724,0.0114302989362,1.78700771695e+12
session_2026-08-17_19-22-57_4156d399,8,16,870,0.403,4.32128,17,6,1.02099199724,0.00969729930524,1.78700770706e+12
session_2026-08-17_19-22-57_4156d399,8,17,874,0.433,4.81024,4,2,1.02099199724,0.179635127777,1.78700770625e+12
session_2026-08-17_19-22-57_4156d399,9,15,926,0.394,3.9552,1,1,1.02099199724,-0.328115243669,1.78700784608e+12
session_2026-08-17_19-22-57_4156d399,22,28,2260,0.707,6.00576,1,1,1.02099199724,-0.281944975511,1.78700781168e+12
session_2026-08-17_19-22-57_4156d399,22,30,2272,0.766,6.94016,1,1,1.02099199724,-0.332042120426,1.78700781138e+12
session_2026-08-17_19-22-57_4156d399,22,31,2269,0.776,7.52256,4,3,1.02099199724,0.059332760223,1.78700781054e+12
session_2026-08-17_19-22-57_4156d399,23,31,2310,0.796,7.30112,1,1,1.02099199724,-0.592076244904,1.78700783545e+12
session_2026-08-17_19-22-57_4156d399,24,31,2498,0.776,7.99232,2,2,1.02099199724,0.320264371488,1.78700777227e+12
session_2026-08-29_16-30-22_3747b934,8,12,846,0.315,3.39712,47,22,1.02201202485,0.012751810819,1.78803440583e+12
session_2026-08-29_16-30-22_3747b934,8,13,847,0.325,3.45856,442,61,1.02201202485,-0.0268801277831,1.78803437742e+12
session_2026-08-29_16-30-22_3747b934,8,14,863,0.374,3.97312,696,113,1.02201202485,-0.0328917935068,1.78803426147e+12
session_2026-08-29_16-30-22_3747b934,8,15,871,0.384,4.2048,908,129,1.02201202485,0.083644600142,1.78803425608e+12
session_2026-08-29_16-30-22_3747b934,8,16,876,0.403,4.38272,213,74,1.02201202485,0.0570396745853,1.78803415004e+12
session_2026-08-29_16-30-22_3747b934,8,17,878,0.433,4.63616,15,11,1.02201202485,-0.0063839796423,1.78803417461e+12
session_2026-08-29_16-30-22_3747b934,8,18,873,0.452,4.9408,7,3,1.02201202485,0.107208373265,1.7880342222e+12
session_2026-08-29_16-30-22_3747b934,8,19,875,0.482,5.312,6,4,1.02201202485,0.151165979494,1.78803422193e+12
session_2026-08-29_16-30-22_3747b934,8,20,876,0.511,5.69088,1,1,1.02201202485,0.203910647846,1.78803425107e+12
session_2026-08-29_16-30-22_3747b934,24,29,2496,0.737,7.0016,1,1,1.02201202485,0.0611421260428,1.78803421682e+12
session_2026-08-29_16-30-22_3747b934,24,31,2456,0.796,8.12032,1,1,1.02201202485,0.0745945827251,1.78803421594e+12
session_2026-09-13_18-14-47_39ae26a4,8,15,869,0.394,4.46208,139,26,1.0653519891,0.0618239890925,1.7893357675e+12
session_2026-09-13_18-14-47_39ae26a4,8,16,870,0.403,4.4928,313,32,1.0653519891,-0.00611205690516,1.78933575999e+12
session_2026-09-13_18-14-47_39ae26a4,8,17,879,0.443,4.74752,6,2,1.0653519891,-0.203842022221,1.78933575881e+12
session_2026-09-13_18-14-47_39ae26a4,8,18,881,0.452,4.74624,3,1,1.0653519891,-0.308799113957,1.78933575896e+12
session_2026-09-13_19-12-14_39ae26a4,8,14,867,0.374,4.11392,66,12,1.065612,-0.0693396994024,1.78933830844e+12
session_2026-09-13_19-12-14_39ae26a4,8,15,869,0.394,4.34432,195,35,1.065612,-0.0570099418899,1.78933802919e+12
session_2026-09-13_19-12-14_39ae26a4,8,16,871,0.403,4.47488,122,25,1.065612,-0.0268781874426,1.78933802991e+12
session_2026-09-13_19-12-14_39ae26a4,8,17,883,0.433,4.49792,5,3,1.065612,-0.351733929008,1.78933806335e+12
session_2026-09-13_19-12-14_39ae26a4,8,18,889,0.462,5.16992,2,1,1.065612,-0.0138887380462,1.78933806246e+12
